@relation PowerConsumption-weka.filters.unsupervised.attribute.Remove-R2

@attribute hour numeric
@attribute amps_avg numeric
@attribute kw_avg numeric

@data
8,0.128333,29.516667
8,0.124833,28.711667
8,0.133,30.59
8,0.116667,26.833333
8,0.092167,21.198333
8,0.1085,24.955
8,0.126,28.98
8,0.159833,36.761667
8,0.1715,39.445
8,0.1295,29.785
8,0.149333,34.346667
8,0.148167,34.078333
8,0.1085,24.955
8,0.089833,20.661667
8,0.075833,17.441667
8,0.084,19.32
8,0.117833,27.101667
8,0.155167,35.688333
8,0.1785,41.055
8,0.201833,46.421667
8,0.1785,41.055
8,0.128333,29.516667
8,0.079333,18.246667
8,0.075833,17.441667
8,0.119,27.37
8,0.1435,33.005
8,0.149333,34.346667
8,0.1505,34.615
8,0.130667,30.053333
8,0.102667,23.613333
8,0.096833,22.271667
8,0.120167,27.638333
8,0.156333,35.956667
8,0.182,41.86
8,0.159833,36.761667
8,0.151667,34.883333
8,0.161,37.03
8,0.142333,32.736667
8,0.119,27.37
8,0.117833,27.101667
8,0.1085,24.955
8,0.124833,28.711667
9,0.119,27.37
9,0.130667,30.053333
9,0.184333,42.396667
9,0.1995,45.885
9,0.159833,36.761667
9,0.1295,29.785
9,0.1155,26.565
9,0.095667,22.003333
9,0.133,30.59
9,0.149333,34.346667
9,0.144667,33.273333
9,0.149333,34.346667
9,0.152833,35.151667
9,0.117833,27.101667
9,0.14,32.2
9,0.134167,30.858333
9,0.169167,38.908333
9,0.165667,38.103333
9,0.142333,32.736667
9,0.142333,32.736667
9,0.154,35.42
9,0.121333,27.906667
9,0.098,22.54
9,0.113167,26.028333
9,0.1225,28.175
9,0.131833,30.321667
9,0.149333,34.346667
9,0.154,35.42
9,0.133,30.59
9,0.137667,31.663333
9,0.103833,23.881667
9,0.106167,24.418333
9,0.107333,24.686667
9,0.107333,24.686667
9,0.134167,30.858333
9,0.130667,30.053333
9,0.126,28.98
9,0.131833,30.321667
9,0.1505,34.615
9,0.147,33.81
9,0.145833,33.541667
9,0.14,32.2
9,0.113167,26.028333
9,0.128333,29.516667
9,0.14,32.2
9,0.1365,31.395
9,0.131833,30.321667
9,0.113167,26.028333
9,0.091,20.93
9,0.0805,18.515
9,0.107333,24.686667
9,0.183167,42.128333
9,0.2135,49.105
9,0.217,49.91
9,0.196,45.08
9,0.149333,34.346667
9,0.123667,28.443333
9,0.068833,15.831667
9,0.071167,16.368333
9,0.116667,26.833333
10,0.156333,35.956667
10,0.154,35.42
10,0.145833,33.541667
10,0.169167,38.908333
10,0.155167,35.688333
10,0.159833,36.761667
10,0.124833,28.711667
10,0.107333,24.686667
10,0.123667,28.443333
10,0.163333,37.566667
10,0.1435,33.005
10,0.1155,26.565
10,0.114333,26.296667
10,0.107333,24.686667
10,0.085167,19.588333
10,0.114333,26.296667
10,0.126,28.98
10,0.113167,26.028333
10,0.158667,36.493333
10,0.142333,32.736667
10,0.159833,36.761667
10,0.1715,39.445
10,0.148167,34.078333
10,0.1015,23.345
10,0.0945,21.735
10,0.074667,17.173333
10,0.106167,24.418333
10,0.1575,36.225
10,0.176167,40.518333
10,0.173833,39.981667
10,0.176167,40.518333
10,0.1015,23.345
10,0.075833,17.441667
10,0.082833,19.051667
10,0.089833,20.661667
10,0.138833,31.931667
10,0.162167,37.298333
10,0.155167,35.688333
10,0.147,33.81
10,0.138833,31.931667
10,0.149333,34.346667
10,0.113167,26.028333
10,0.114333,26.296667
10,0.109667,25.223333
10,0.099167,22.808333
10,0.120167,27.638333
10,0.149333,34.346667
10,0.149333,34.346667
10,0.117833,27.101667
10,0.117833,27.101667
10,0.106167,24.418333
10,0.123667,28.443333
10,0.1785,41.055
10,0.201833,46.421667
10,0.215833,49.641667
10,0.196,45.08
10,0.142333,32.736667
10,0.109667,25.223333
10,0.099167,22.808333
10,0.1155,26.565
11,0.147,33.81
11,0.1505,34.615
11,0.152833,35.151667
11,0.144667,33.273333
11,0.1365,31.395
11,0.130667,30.053333
11,0.149333,34.346667
11,0.155167,35.688333
11,0.156333,35.956667
11,0.152833,35.151667
11,0.135333,31.126667
11,0.107333,24.686667
11,0.086333,19.856667
11,0.103833,23.881667
11,0.093333,21.466667
11,0.1015,23.345
11,0.1295,29.785
11,0.1715,39.445
11,0.149333,34.346667
11,0.166833,38.371667
11,0.148167,34.078333
11,0.128333,29.516667
11,0.124833,28.711667
11,0.112,25.76
11,0.106167,24.418333
11,0.14,32.2
11,0.1365,31.395
11,0.1155,26.565
11,0.114333,26.296667
11,0.128333,29.516667
11,0.098,22.54
11,0.119,27.37
11,0.114333,26.296667
11,0.135333,31.126667
11,0.1505,34.615
11,0.1715,39.445
11,0.145833,33.541667
11,0.109667,25.223333
11,0.088667,20.393333
11,0.1015,23.345
11,0.116667,26.833333
11,0.134167,30.858333
11,0.180833,41.591667
11,0.169167,38.908333
11,0.158667,36.493333
11,0.116667,26.833333
11,0.091,20.93
11,0.091,20.93
11,0.0805,18.515
11,0.0945,21.735
11,0.116667,26.833333
11,0.14,32.2
11,0.163333,37.566667
11,0.172667,39.713333
11,0.1365,31.395
11,0.1295,29.785
11,0.126,28.98
11,0.096833,22.271667
11,0.114333,26.296667
11,0.156333,35.956667
12,0.151667,34.883333
12,0.158667,36.493333
12,0.130667,30.053333
12,0.088667,20.393333
12,0.078167,17.978333
12,0.088667,20.393333
12,0.133,30.59
12,0.186667,42.933333
12,0.204167,46.958333
12,0.196,45.08
12,0.147,33.81
12,0.0805,18.515
12,0.074667,17.173333
12,0.067667,15.563333
12,0.092167,21.198333
12,0.123667,28.443333
12,0.128333,29.516667
12,0.130667,30.053333
12,0.109667,25.223333
12,0.107333,24.686667
12,0.134167,30.858333
12,0.151667,34.883333
