hour;minute;amps_avg;kw_avg
10;23;0.179667;41.323333
10;24;0.200667;46.153333
10;25;0.172667;39.713333
10;26;0.1295;29.785
10;27;0.112;25.76
10;28;0.112;25.76
10;29;0.089833;20.661667
10;30;0.130667;30.053333
10;31;0.131833;30.321667
10;32;0.121333;27.906667
10;33;0.119;27.37
10;34;0.085167;19.588333
10;35;0.117833;27.101667
10;36;0.127167;29.248333
10;37;0.133;30.59
10;38;0.120167;27.638333
10;39;0.124833;28.711667
10;40;0.142333;32.736667
10;41;0.169167;38.908333
10;42;0.1575;36.225
10;43;0.133;30.59
10;44;0.134167;30.858333
10;45;0.107333;24.686667
10;46;0.119;27.37
10;47;0.138833;31.931667
10;48;0.1715;39.445
10;49;0.162167;37.298333
10;50;0.116667;26.833333
10;51;0.093333;21.466667
10;52;0.078167;17.978333
10;53;0.075833;17.441667
10;54;0.105;24.15
10;55;0.159833;36.761667
10;56;0.148167;34.078333
10;57;0.151667;34.883333
10;58;0.133;30.59
10;59;0.071167;16.368333
11;0;0.102667;23.613333
11;1;0.137667;31.663333
11;2;0.147;33.81
11;3;0.159833;36.761667
11;4;0.1365;31.395
11;5;0.1085;24.955
11;6;0.099167;22.808333
11;7;0.072333;16.636667
11;8;0.077;17.71
11;9;0.106167;24.418333
11;10;0.119;27.37
11;11;0.145833;33.541667
11;12;0.142333;32.736667
11;13;0.175;40.25
11;14;0.180833;41.591667
11;15;0.161;37.03
11;16;0.121333;27.906667
11;17;0.091;20.93
11;18;0.0665;15.295
11;19;0.086333;19.856667
11;20;0.100333;23.076667
11;21;0.1225;28.175
11;22;0.142333;32.736667
11;23;0.126;28.98
11;24;0.098;22.54
11;25;0.079333;18.246667
11;26;0.105;24.15
11;27;0.1365;31.395
11;28;0.191333;44.006667
11;29;0.177333;40.786667
11;30;0.176167;40.518333
11;31;0.165667;38.103333
11;32;0.107333;24.686667
11;33;0.072333;16.636667
11;34;0.0805;18.515
11;35;0.0875;20.125
11;36;0.127167;29.248333
11;37;0.170333;39.176667
11;38;0.135333;31.126667
11;39;0.177333;40.786667
11;40;0.186667;42.933333
11;41;0.165667;38.103333
11;42;0.120167;27.638333
11;43;0.116667;26.833333
11;44;0.106167;24.418333
11;45;0.156333;35.956667
11;46;0.161;37.03
11;47;0.166833;38.371667
11;48;0.173833;39.981667
11;49;0.131833;30.321667
11;50;0.0945;21.735
11;51;0.078167;17.978333
11;52;0.1085;24.955
11;53;0.145833;33.541667
11;54;0.1785;41.055
11;55;0.144667;33.273333
11;56;0.144667;33.273333
11;57;0.107333;24.686667
11;58;0.0945;21.735
11;59;0.077;17.71
12;0;0.071167;16.368333
12;1;0.113167;26.028333
12;2;0.138833;31.931667
12;3;0.1365;31.395
12;4;0.190167;43.738333
12;5;0.161;37.03
12;6;0.141167;32.468333
12;7;0.148167;34.078333
12;8;0.096833;22.271667
12;9;0.112;25.76
12;10;0.116667;26.833333
12;11;0.106167;24.418333
12;12;0.124833;28.711667
12;13;0.117833;27.101667
12;14;0.099167;22.808333
12;15;0.0945;21.735
12;16;0.074667;17.173333
12;17;0.079333;18.246667
12;18;0.14;32.2
12;19;0.183167;42.128333
12;20;0.189;43.47
12;21;0.179667;41.323333
12;22;0.116667;26.833333
12;23;0.088667;20.393333
12;24;0.088667;20.393333
12;25;0.1015;23.345
12;26;0.1295;29.785
12;27;0.142333;32.736667
12;28;0.126;28.98
12;29;0.110833;25.491667
12;30;0.065333;15.026667
12;31;0.077;17.71
12;32;0.106167;24.418333
12;33;0.145833;33.541667
12;34;0.173833;39.981667
12;35;0.156333;35.956667
12;36;0.130667;30.053333
12;37;0.130667;30.053333
12;38;0.0945;21.735
12;39;0.102667;23.613333
12;40;0.113167;26.028333
12;41;0.145833;33.541667
12;42;0.117833;27.101667
12;43;0.134167;30.858333
12;44;0.114333;26.296667
12;45;0.144667;33.273333
12;46;0.142333;32.736667
12;47;0.131833;30.321667
12;48;0.123667;28.443333
12;49;0.079333;18.246667
12;50;0.079333;18.246667
12;51;0.127167;29.248333
12;52;0.175;40.25
12;53;0.1575;36.225
12;54;0.149333;34.346667
12;55;0.107333;24.686667
12;56;0.075833;17.441667
12;57;0.078167;17.978333
12;58;0.096833;22.271667
12;59;0.158667;36.493333
13;0;0.176167;40.518333
13;1;0.184333;42.396667
13;2;0.14;32.2
13;3;0.086333;19.856667
13;4;0.086333;19.856667
13;5;0.089833;20.661667
13;6;0.110833;25.491667
13;7;0.121333;27.906667
13;8;0.1435;33.005
13;9;0.1435;33.005
13;10;0.1505;34.615
13;11;0.133;30.59
13;12;0.116667;26.833333
13;13;0.120167;27.638333
13;14;0.134167;30.858333
13;15;0.123667;28.443333
13;16;0.154;35.42
13;17;0.1505;34.615
13;18;0.161;37.03
13;19;0.159833;36.761667
13;20;0.107333;24.686667
13;21;0.0875;20.125
13;22;0.079333;18.246667
13;23;0.079333;18.246667
13;24;0.127167;29.248333
13;25;0.142333;32.736667
13;26;0.1435;33.005
13;27;0.1785;41.055
13;28;0.155167;35.688333
13;29;0.124833;28.711667
13;30;0.095667;22.003333
13;31;0.091;20.93
13;32;0.112;25.76
13;33;0.144667;33.273333
13;34;0.1365;31.395
13;35;0.130667;30.053333
13;36;0.102667;23.613333
13;37;0.1015;23.345
13;38;0.091;20.93
13;39;0.075833;17.441667
13;40;0.068833;15.831667
13;41;0.105;24.15
13;42;0.1575;36.225
13;43;0.194833;44.811667
13;44;0.2065;47.495
13;45;0.144667;33.273333
13;46;0.1295;29.785
13;47;0.098;22.54
13;48;0.078167;17.978333
13;49;0.107333;24.686667
13;50;0.134167;30.858333
13;51;0.154;35.42
13;52;0.158667;36.493333
13;53;0.105;24.15
13;54;0.074667;17.173333
13;55;0.074667;17.173333
13;56;0.084;19.32
13;57;0.1365;31.395
13;58;0.169167;38.908333
13;59;0.166833;38.371667
14;0;0.135333;31.126667
14;1;0.133;30.59
14;2;0.106167;24.418333
14;3;0.1155;26.565
14;4;0.107333;24.686667
14;5;0.096833;22.271667
14;6;0.126;28.98
14;7;0.105;24.15
14;8;0.099167;22.808333
14;9;0.102667;23.613333
14;10;0.093333;21.466667
14;11;0.119;27.37
14;12;0.145833;33.541667
14;13;0.141167;32.468333
14;14;0.142333;32.736667
14;15;0.120167;27.638333
14;16;0.1435;33.005
14;17;0.148167;34.078333
14;18;0.109667;25.223333
14;19;0.1085;24.955
14;20;0.088667;20.393333
14;21;0.088667;20.393333
14;22;0.0945;21.735
14;23;0.128333;29.516667
14;24;0.116667;26.833333
14;25;0.117833;27.101667
14;26;0.131833;30.321667
14;27;0.102667;23.613333
14;28;0.126;28.98
14;29;0.1085;24.955
14;30;0.1365;31.395
14;31;0.158667;36.493333
14;32;0.149333;34.346667
14;33;0.1295;29.785
14;34;0.1155;26.565
14;35;0.088667;20.393333
14;36;0.099167;22.808333
14;37;0.0875;20.125
14;38;0.077;17.71
14;39;0.105;24.15
14;40;0.128333;29.516667
14;41;0.165667;38.103333
14;42;0.169167;38.908333
14;43;0.158667;36.493333
14;44;0.120167;27.638333
14;45;0.120167;27.638333
14;46;0.119;27.37
14;47;0.120167;27.638333
14;48;0.148167;34.078333
14;49;0.1645;37.835
14;50;0.1785;41.055
14;51;0.152833;35.151667
14;52;0.116667;26.833333
14;53;0.096833;22.271667
14;54;0.084;19.32
14;55;0.085167;19.588333
14;56;0.155167;35.688333
14;57;0.179667;41.323333
14;58;0.166833;38.371667
14;59;0.1645;37.835
15;0;0.1085;24.955
15;1;0.089833;20.661667
15;2;0.096833;22.271667
15;3;0.099167;22.808333
15;4;0.114333;26.296667
15;5;0.148167;34.078333
15;6;0.126;28.98
15;7;0.117833;27.101667
15;8;0.119;27.37
15;9;0.102667;23.613333
15;10;0.112;25.76
15;11;0.145833;33.541667
15;12;0.133;30.59
15;13;0.119;27.37
15;14;0.130667;30.053333
15;15;0.121333;27.906667
15;16;0.142333;32.736667
15;17;0.128333;29.516667
15;18;0.107333;24.686667
15;19;0.082833;19.051667
15;20;0.068833;15.831667
15;21;0.085167;19.588333
15;22;0.110833;25.491667
15;23;0.128333;29.516667
15;24;0.134167;30.858333
15;25;0.166833;38.371667
15;26;0.154;35.42
15;27;0.1435;33.005
15;28;0.110833;25.491667
15;29;0.102667;23.613333
15;30;0.127167;29.248333
15;31;0.141167;32.468333
15;32;0.152833;35.151667
15;33;0.14;32.2
15;34;0.103833;23.881667
15;35;0.07;16.1
15;36;0.074667;17.173333
15;37;0.0805;18.515
15;38;0.102667;23.613333
15;39;0.117833;27.101667
15;40;0.117833;27.101667
15;41;0.151667;34.883333
15;42;0.166833;38.371667
15;43;0.152833;35.151667
15;44;0.144667;33.273333
15;45;0.1435;33.005
15;46;0.106167;24.418333
15;47;0.116667;26.833333
15;48;0.121333;27.906667
15;49;0.133;30.59
15;50;0.14;32.2
15;51;0.1295;29.785
15;52;0.1015;23.345
15;53;0.084;19.32
15;54;0.071167;16.368333
15;55;0.077;17.71
15;56;0.138833;31.931667
15;57;0.152833;35.151667
15;58;0.159833;36.761667
15;59;0.120167;27.638333
16;0;0.113167;26.028333
16;1;0.116667;26.833333
16;2;0.117833;27.101667
16;3;0.128333;29.516667
16;4;0.141167;32.468333
16;5;0.1365;31.395
16;6;0.124833;28.711667
16;7;0.098;22.54
16;8;0.077;17.71
16;9;0.058333;13.416667
16;10;0.092167;21.198333
16;11;0.121333;27.906667
16;12;0.145833;33.541667
16;13;0.180833;41.591667
16;14;0.138833;31.931667
16;15;0.120167;27.638333
16;16;0.133;30.59
16;17;0.114333;26.296667
16;18;0.106167;24.418333
16;19;0.106167;24.418333
16;20;0.103833;23.881667
16;21;0.131833;30.321667
16;22;0.127167;29.248333
16;23;0.135333;31.126667
16;24;0.130667;30.053333
16;25;0.124833;28.711667
16;26;0.103833;23.881667
16;27;0.124833;28.711667
16;28;0.128333;29.516667
16;29;0.105;24.15
16;30;0.1435;33.005
16;31;0.168;38.64
16;32;0.165667;38.103333
16;33;0.163333;37.566667
16;34;0.112;25.76
16;35;0.095667;22.003333
16;36;0.095667;22.003333
16;37;0.109667;25.223333
16;38;0.137667;31.663333
16;39;0.141167;32.468333
16;40;0.133;30.59
16;41;0.173833;39.981667
16;42;0.159833;36.761667
16;43;0.131833;30.321667
16;44;0.105;24.15
16;45;0.102667;23.613333
16;46;0.106167;24.418333
16;47;0.138833;31.931667
16;48;0.154;35.42
16;49;0.141167;32.468333
16;50;0.124833;28.711667
16;51;0.134167;30.858333
16;52;0.107333;24.686667
16;53;0.105;24.15
16;54;0.092167;21.198333
16;55;0.078167;17.978333
16;56;0.123667;28.443333
16;57;0.141167;32.468333
16;58;0.1645;37.835
16;59;0.159833;36.761667
17;0;0.147;33.81
17;1;0.116667;26.833333
17;2;0.092167;21.198333
17;3;0.079333;18.246667
17;4;0.078167;17.978333
17;5;0.121333;27.906667
17;6;0.14;32.2
17;7;0.148167;34.078333
17;8;0.148167;34.078333
17;9;0.106167;24.418333
17;10;0.091;20.93
17;11;0.123667;28.443333
17;12;0.110833;25.491667
17;13;0.117833;27.101667
17;14;0.113167;26.028333
17;15;0.131833;30.321667
17;16;0.142333;32.736667
17;17;0.14;32.2
17;18;0.096833;22.271667
17;19;0.116667;26.833333
17;20;0.109667;25.223333
17;21;0.089833;20.661667
17;22;0.1155;26.565
17;23;0.114333;26.296667
17;24;0.096833;22.271667
17;25;0.1365;31.395
17;26;0.1435;33.005
17;27;0.145833;33.541667
17;28;0.135333;31.126667
17;29;0.117833;27.101667
17;30;0.092167;21.198333
17;31;0.1225;28.175
17;32;0.133;30.59
17;33;0.141167;32.468333
17;34;0.148167;34.078333
17;35;0.116667;26.833333
17;36;0.075833;17.441667
17;37;0.068833;15.831667
17;38;0.086333;19.856667
17;39;0.107333;24.686667
17;40;0.138833;31.931667
17;41;0.158667;36.493333
17;42;0.162167;37.298333
17;43;0.123667;28.443333
17;44;0.114333;26.296667
17;45;0.1155;26.565
17;46;0.1295;29.785
17;47;0.142333;32.736667
17;48;0.165667;38.103333
17;49;0.152833;35.151667
17;50;0.131833;30.321667
17;51;0.117833;27.101667
17;52;0.098;22.54
17;53;0.0945;21.735
17;54;0.117833;27.101667
17;55;0.1365;31.395
17;56;0.138833;31.931667
17;57;0.169167;38.908333
17;58;0.106167;24.418333
17;59;0.107333;24.686667
18;0;0.1295;29.785
18;1;0.126;28.98
18;2;0.114333;26.296667
18;3;0.127167;29.248333
18;4;0.114333;26.296667
18;5;0.128333;29.516667
18;6;0.14;32.2
18;7;0.147;33.81
18;8;0.145833;33.541667
18;9;0.14;32.2
18;10;0.112;25.76
18;11;0.110833;25.491667
18;12;0.113167;26.028333
18;13;0.113167;26.028333
18;14;0.1015;23.345
18;15;0.147;33.81
18;16;0.145833;33.541667
18;17;0.144667;33.273333
18;18;0.138833;31.931667
18;19;0.0945;21.735
18;20;0.0945;21.735
18;21;0.106167;24.418333
18;22;0.1225;28.175
18;23;0.145833;33.541667
18;24;0.147;33.81
18;25;0.1575;36.225
18;26;0.156333;35.956667
18;27;0.126;28.98
18;28;0.088667;20.393333
18;29;0.074667;17.173333
18;30;0.082833;19.051667
18;31;0.098;22.54
18;32;0.127167;29.248333
18;33;0.123667;28.443333
18;34;0.124833;28.711667
18;35;0.1715;39.445
18;36;0.1365;31.395
18;37;0.124833;28.711667
18;38;0.121333;27.906667
18;39;0.112;25.76
18;40;0.175;40.25
18;41;0.197167;45.348333
18;42;0.1855;42.665
18;43;0.1575;36.225
18;44;0.1365;31.395
18;45;0.106167;24.418333
18;46;0.0805;18.515
18;47;0.092167;21.198333
18;48;0.110833;25.491667
18;49;0.162167;37.298333
18;50;0.176167;40.518333
18;51;0.177333;40.786667
18;52;0.170333;39.176667
18;53;0.133;30.59
18;54;0.155167;35.688333
18;55;0.155167;35.688333
18;56;0.162167;37.298333
18;57;0.14;32.2
18;58;0.124833;28.711667
18;59;0.112;25.76
19;0;0.116667;26.833333
19;1;0.112;25.76
19;2;0.112;25.76
19;3;0.130667;30.053333
19;4;0.126;28.98
19;5;0.116667;26.833333
19;6;0.142333;32.736667
19;7;0.138833;31.931667
19;8;0.133;30.59
19;9;0.179667;41.323333
19;10;0.182;41.86
19;11;0.183167;42.128333
19;12;0.159833;36.761667
19;13;0.109667;25.223333
19;14;0.099167;22.808333
19;15;0.128333;29.516667
19;16;0.14;32.2
19;17;0.155167;35.688333
19;18;0.144667;33.273333
19;19;0.1365;31.395
19;20;0.128333;29.516667
19;21;0.117833;27.101667
19;22;0.152833;35.151667
19;23;0.175;40.25
19;24;0.2065;47.495
19;25;0.207667;47.763333
19;26;0.201833;46.421667
19;27;0.119;27.37
19;28;0.1225;28.175
19;29;0.1365;31.395
19;30;0.1435;33.005
19;31;0.168;38.64
19;32;0.165667;38.103333
19;33;0.159833;36.761667
19;34;0.154;35.42
19;35;0.127167;29.248333
19;36;0.124833;28.711667
19;37;0.121333;27.906667
19;38;0.14;32.2
19;39;0.1645;37.835
19;40;0.190167;43.738333
19;41;0.196;45.08
19;42;0.158667;36.493333
19;43;0.144667;33.273333
19;44;0.124833;28.711667
19;45;0.1225;28.175
19;46;0.120167;27.638333
19;47;0.123667;28.443333
19;48;0.137667;31.663333
19;49;0.163333;37.566667
19;50;0.173833;39.981667
19;51;0.162167;37.298333
19;52;0.1435;33.005
19;53;0.1015;23.345
19;54;0.093333;21.466667
19;55;0.093333;21.466667
19;56;0.148167;34.078333
19;57;0.194833;44.811667
19;58;0.186667;42.933333
19;59;0.161;37.03
20;0;0.135333;31.126667
20;1;0.1085;24.955
20;2;0.095667;22.003333
20;3;0.121333;27.906667
20;4;0.1015;23.345
20;5;0.117833;27.101667
20;6;0.1365;31.395
20;7;0.145833;33.541667
20;8;0.152833;35.151667
20;9;0.166833;38.371667
20;10;0.1225;28.175
20;11;0.123667;28.443333
20;12;0.14;32.2
20;13;0.123667;28.443333
20;14;0.149333;34.346667
20;15;0.152833;35.151667
20;16;0.147;33.81
20;17;0.172667;39.713333
20;18;0.159833;36.761667
20;19;0.133;30.59
20;20;0.1085;24.955
20;21;0.106167;24.418333
20;22;0.112;25.76
20;23;0.148167;34.078333
20;24;0.1785;41.055
20;25;0.177333;40.786667
20;26;0.1785;41.055
20;27;0.168;38.64
20;28;0.14;32.2
20;29;0.116667;26.833333
20;30;0.1015;23.345
20;31;0.1155;26.565
20;32;0.135333;31.126667
20;33;0.1575;36.225
20;34;0.179667;41.323333
20;35;0.161;37.03
20;36;0.133;30.59
20;37;0.133;30.59
20;38;0.168;38.64
20;39;0.147;33.81
20;40;0.1435;33.005
20;41;0.1645;37.835
20;42;0.144667;33.273333
20;43;0.176167;40.518333
20;44;0.1925;44.275
20;45;0.156333;35.956667
20;46;0.135333;31.126667
20;47;0.123667;28.443333
20;48;0.112;25.76
20;49;0.1225;28.175
20;50;0.133;30.59
20;51;0.148167;34.078333
20;52;0.177333;40.786667
20;53;0.156333;35.956667
20;54;0.1435;33.005
20;55;0.14;32.2
20;56;0.123667;28.443333
20;57;0.110833;25.491667
20;58;0.142333;32.736667
20;59;0.266;61.18
21;0;0.200667;46.153333
21;1;0.1645;37.835
21;2;0.166833;38.371667
21;3;0.1295;29.785
21;4;0.117833;27.101667
21;5;0.078167;17.978333
21;6;0.120167;27.638333
21;7;0.163333;37.566667
21;8;0.172667;39.713333
21;9;0.1715;39.445
21;10;0.155167;35.688333
21;11;0.121333;27.906667
21;12;0.133;30.59
21;13;0.134167;30.858333
21;14;0.137667;31.663333
21;15;0.1645;37.835
21;16;0.163333;37.566667
21;17;0.124833;28.711667
21;18;0.1225;28.175
21;19;0.098;22.54
21;20;0.128333;29.516667
21;21;0.145833;33.541667
21;22;0.161;37.03
21;23;0.1295;29.785
21;24;0.1575;36.225
21;25;0.163333;37.566667
21;26;0.144667;33.273333
21;27;0.163333;37.566667
21;28;0.124833;28.711667
21;29;0.100333;23.076667
21;30;0.114333;26.296667
21;31;0.110833;25.491667
21;32;0.131833;30.321667
21;33;0.134167;30.858333
21;34;0.149333;34.346667
21;35;0.137667;31.663333
21;36;0.105;24.15
21;37;0.14;32.2
21;38;0.134167;30.858333
21;39;0.112;25.76
21;40;0.144667;33.273333
21;41;0.189;43.47
21;42;0.187833;43.201667
21;43;0.194833;44.811667
21;44;0.182;41.86
21;45;0.121333;27.906667
21;46;0.103833;23.881667
21;47;0.112;25.76
21;48;0.102667;23.613333
21;49;0.14;32.2
21;50;0.151667;34.883333
21;51;0.135333;31.126667
21;52;0.147;33.81
21;53;0.154;35.42
21;54;0.1505;34.615
21;55;0.123667;28.443333
21;56;0.105;24.15
21;57;0.142333;32.736667
21;58;0.154;35.42
21;59;0.145833;33.541667
22;0;0.155167;35.688333
22;1;0.162167;37.298333
22;2;0.137667;31.663333
22;3;0.113167;26.028333
22;4;0.095667;22.003333
22;5;0.07;16.1
22;6;0.100333;23.076667
22;7;0.131833;30.321667
22;8;0.182;41.86
22;9;0.1995;45.885
22;10;0.158667;36.493333
22;11;0.120167;27.638333
22;12;0.110833;25.491667
22;13;0.0945;21.735
22;14;0.117833;27.101667
22;15;0.165667;38.103333
22;16;0.172667;39.713333
22;17;0.172667;39.713333
22;18;0.168;38.64
22;19;0.098;22.54
22;20;0.0875;20.125
22;21;0.088667;20.393333
22;22;0.1155;26.565
22;23;0.165667;38.103333
22;24;0.1715;39.445
22;25;0.155167;35.688333
22;26;0.1295;29.785
22;27;0.103833;23.881667
22;28;0.102667;23.613333
22;29;0.126;28.98
22;30;0.138833;31.931667
22;31;0.193667;44.543333
22;32;0.175;40.25
22;33;0.14;32.2
22;34;0.131833;30.321667
22;35;0.088667;20.393333
22;36;0.102667;23.613333
22;37;0.142333;32.736667
22;38;0.172667;39.713333
22;39;0.176167;40.518333
22;40;0.169167;38.908333
22;41;0.141167;32.468333
22;42;0.1435;33.005
22;43;0.112;25.76
22;44;0.1015;23.345
22;45;0.123667;28.443333
22;46;0.123667;28.443333
22;47;0.126;28.98
22;48;0.1785;41.055
22;49;0.175;40.25
22;50;0.1645;37.835
22;51;0.155167;35.688333
22;52;0.126;28.98
22;53;0.123667;28.443333
22;54;0.123667;28.443333
22;55;0.1155;26.565
22;56;0.159833;36.761667
22;57;0.1715;39.445
22;58;0.169167;38.908333
22;59;0.155167;35.688333
23;0;0.120167;27.638333
23;1;0.099167;22.808333
23;2;0.107333;24.686667
23;3;0.093333;21.466667
23;4;0.112;25.76
23;5;0.155167;35.688333
23;6;0.1505;34.615
23;7;0.197167;45.348333
23;8;0.201833;46.421667
23;9;0.133;30.59
23;10;0.106167;24.418333
23;11;0.106167;24.418333
23;12;0.096833;22.271667
23;13;0.127167;29.248333
23;14;0.14;32.2
23;15;0.152833;35.151667
23;16;0.1715;39.445
23;17;0.130667;30.053333
23;18;0.1085;24.955
23;19;0.079333;18.246667
23;20;0.068833;15.831667
23;21;0.133;30.59
23;22;0.184333;42.396667
23;23;0.205333;47.226667
23;24;0.158667;36.493333
23;25;0.128333;29.516667
23;26;0.091;20.93
23;27;0.077;17.71
23;28;0.07;16.1
23;29;0.103833;23.881667
23;30;0.137667;31.663333
23;31;0.1505;34.615
23;32;0.148167;34.078333
23;33;0.123667;28.443333
23;34;0.074667;17.173333
23;35;0.098;22.54
23;36;0.137667;31.663333
23;37;0.14;32.2
23;38;0.165667;38.103333
23;39;0.147;33.81
23;40;0.1365;31.395
23;41;0.149333;34.346667
23;42;0.131833;30.321667
23;43;0.117833;27.101667
23;44;0.116667;26.833333
23;45;0.123667;28.443333
23;46;0.110833;25.491667
23;47;0.1155;26.565
23;48;0.093333;21.466667
23;49;0.098;22.54
23;50;0.138833;31.931667
23;51;0.144667;33.273333
23;52;0.141167;32.468333
23;53;0.107333;24.686667
23;54;0.099167;22.808333
23;55;0.126;28.98
23;56;0.1435;33.005
23;57;0.149333;34.346667
23;58;0.149333;34.346667
23;59;0.123667;28.443333
0;0;0.093333;21.466667
0;1;0.099167;22.808333
0;2;0.092167;21.198333
0;3;0.124833;28.711667
0;4;0.1295;29.785
0;5;0.1435;33.005
0;6;0.142333;32.736667
0;7;0.135333;31.126667
0;8;0.068833;15.831667
0;9;0.0805;18.515
0;10;0.092167;21.198333
0;11;0.113167;26.028333
0;12;0.1715;39.445
0;13;0.149333;34.346667
0;14;0.1295;29.785
0;15;0.134167;30.858333
0;16;0.103833;23.881667
0;17;0.086333;19.856667
0;18;0.103833;23.881667
0;19;0.084;19.32
0;20;0.126;28.98
0;21;0.166833;38.371667
0;22;0.180833;41.591667
0;23;0.134167;30.858333
0;24;0.105;24.15
0;25;0.091;20.93
0;26;0.061833;14.221667
0;27;0.071167;16.368333
0;28;0.096833;22.271667
0;29;0.166833;38.371667
0;30;0.162167;37.298333
0;31;0.147;33.81
0;32;0.093333;21.466667
0;33;0.065333;15.026667
0;34;0.072333;16.636667
0;35;0.128333;29.516667
0;36;0.172667;39.713333
0;37;0.180833;41.591667
0;38;0.162167;37.298333
0;39;0.142333;32.736667
0;40;0.099167;22.808333
0;41;0.089833;20.661667
0;42;0.102667;23.613333
0;43;0.092167;21.198333
0;44;0.093333;21.466667
0;45;0.1505;34.615
0;46;0.165667;38.103333
0;47;0.161;37.03
0;48;0.175;40.25
0;49;0.144667;33.273333
0;50;0.147;33.81
0;51;0.148167;34.078333
0;52;0.119;27.37
0;53;0.113167;26.028333
0;54;0.1575;36.225
0;55;0.1715;39.445
0;56;0.1715;39.445
0;57;0.133;30.59
0;58;0.088667;20.393333
0;59;0.072333;16.636667
1;0;0.064167;14.758333
1;1;0.120167;27.638333
1;2;0.154;35.42
1;3;0.197167;45.348333
1;4;0.189;43.47
1;5;0.175;40.25
1;6;0.1505;34.615
1;7;0.142333;32.736667
1;8;0.106167;24.418333
1;9;0.135333;31.126667
1;10;0.145833;33.541667
1;11;0.127167;29.248333
1;12;0.133;30.59
1;13;0.106167;24.418333
1;14;0.114333;26.296667
1;15;0.114333;26.296667
1;16;0.093333;21.466667
1;17;0.092167;21.198333
1;18;0.124833;28.711667
1;19;0.162167;37.298333
1;20;0.2065;47.495
1;21;0.187833;43.201667
1;22;0.145833;33.541667
1;23;0.107333;24.686667
1;24;0.098;22.54
1;25;0.084;19.32
1;26;0.1155;26.565
1;27;0.126;28.98
1;28;0.126;28.98
1;29;0.119;27.37
1;30;0.089833;20.661667
1;31;0.105;24.15
1;32;0.098;22.54
1;33;0.121333;27.906667
1;34;0.159833;36.761667
1;35;0.197167;45.348333
1;36;0.193667;44.543333
1;37;0.147;33.81
1;38;0.114333;26.296667
1;39;0.1225;28.175
1;40;0.110833;25.491667
1;41;0.112;25.76
1;42;0.134167;30.858333
1;43;0.124833;28.711667
1;44;0.128333;29.516667
1;45;0.133;30.59
1;46;0.127167;29.248333
1;47;0.124833;28.711667
1;48;0.114333;26.296667
1;49;0.127167;29.248333
1;50;0.170333;39.176667
1;51;0.1505;34.615
1;52;0.144667;33.273333
1;53;0.1365;31.395
1;54;0.102667;23.613333
1;55;0.0875;20.125
1;56;0.0875;20.125
1;57;0.098;22.54
1;58;0.159833;36.761667
1;59;0.161;37.03
2;0;0.142333;32.736667
2;1;0.1225;28.175
2;2;0.075833;17.441667
2;3;0.095667;22.003333
2;4;0.138833;31.931667
2;5;0.142333;32.736667
2;6;0.145833;33.541667
2;7;0.130667;30.053333
2;8;0.114333;26.296667
2;9;0.110833;25.491667
2;10;0.105;24.15
2;11;0.117833;27.101667
2;12;0.117833;27.101667
2;13;0.102667;23.613333
2;14;0.142333;32.736667
2;15;0.14;32.2
2;16;0.163333;37.566667
2;17;0.1295;29.785
2;18;0.121333;27.906667
2;19;0.121333;27.906667
2;20;0.1085;24.955
2;21;0.067667;15.563333
2;22;0.120167;27.638333
2;23;0.141167;32.468333
2;24;0.155167;35.688333
2;25;0.155167;35.688333
2;26;0.138833;31.931667
2;27;0.093333;21.466667
2;28;0.093333;21.466667
2;29;0.103833;23.881667
2;30;0.121333;27.906667
2;31;0.158667;36.493333
2;32;0.187833;43.201667
2;33;0.200667;46.153333
2;34;0.155167;35.688333
2;35;0.110833;25.491667
2;36;0.0805;18.515
2;37;0.091;20.93
2;38;0.091;20.93
2;39;0.147;33.81
2;40;0.148167;34.078333
2;41;0.1435;33.005
2;42;0.155167;35.688333
2;43;0.14;32.2
2;44;0.138833;31.931667
2;45;0.116667;26.833333
2;46;0.135333;31.126667
2;47;0.142333;32.736667
2;48;0.173833;39.981667
2;49;0.149333;34.346667
2;50;0.155167;35.688333
2;51;0.121333;27.906667
2;52;0.1085;24.955
2;53;0.107333;24.686667
2;54;0.092167;21.198333
2;55;0.113167;26.028333
2;56;0.1365;31.395
2;57;0.147;33.81
2;58;0.161;37.03
2;59;0.173833;39.981667
3;0;0.161;37.03
3;1;0.1645;37.835
3;2;0.1715;39.445
3;3;0.158667;36.493333
3;4;0.1435;33.005
3;5;0.135333;31.126667
3;6;0.133;30.59
3;7;0.1225;28.175
3;8;0.1085;24.955
3;9;0.093333;21.466667
3;10;0.1085;24.955
3;11;0.116667;26.833333
3;12;0.131833;30.321667
3;13;0.121333;27.906667
3;14;0.127167;29.248333
3;15;0.156333;35.956667
3;16;0.154;35.42
3;17;0.155167;35.688333
3;18;0.130667;30.053333
3;19;0.124833;28.711667
3;20;0.120167;27.638333
3;21;0.127167;29.248333
3;22;0.110833;25.491667
3;23;0.119;27.37
3;24;0.1365;31.395
3;25;0.098;22.54
3;26;0.107333;24.686667
3;27;0.105;24.15
3;28;0.120167;27.638333
3;29;0.159833;36.761667
3;30;0.1855;42.665
3;31;0.169167;38.908333
3;32;0.149333;34.346667
3;33;0.1225;28.175
3;34;0.088667;20.393333
3;35;0.089833;20.661667
3;36;0.091;20.93
3;37;0.142333;32.736667
3;38;0.163333;37.566667
3;39;0.1645;37.835
